year,fuel_type,asset_id,asset_domain,asset_type,scenario
2041,GAS,F_753674_2717470,building,building_aggregate,hybrid_gas
2042,GAS,F_753674_2717470,building,building_aggregate,hybrid_gas
2043,HPL,F_753674_2717470,building,building_aggregate,hybrid_gas
2044,HPL,F_753674_2717470,building,building_aggregate,hybrid_gas
2045,HPL,F_753674_2717470,building,building_aggregate,hybrid_gas
2046,HPL,F_753674_2717470,building,building_aggregate,hybrid_gas
2047,HPL,F_753674_2717470,building,building_aggregate,hybrid_gas
2048,HPL,F_753674_2717470,building,building_aggregate,hybrid_gas
2049,HPL,F_753674_2717470,building,building_aggregate,hybrid_gas
2050,HPL,F_753674_2717470,building,building_aggregate,hybrid_gas
2051,HPL,F_753674_2717470,building,building_aggregate,hybrid_gas
2052,HPL,F_753674_2717470,building,building_aggregate,hybrid_gas
2053,HPL,F_753674_2717470,building,building_aggregate,hybrid_gas
2054,HPL,F_753674_2717470,building,building_aggregate,hybrid_gas
2055,HPL,F_753674_2717470,building,building_aggregate,hybrid_gas
2056,HPL,F_753674_2717470,building,building_aggregate,hybrid_gas
2057,HPL,F_753674_2717470,building,building_aggregate,hybrid_gas
2058,HPL,F_753674_2717470,building,building_aggregate,hybrid_gas
2059,HPL,F_753674_2717470,building,building_aggregate,hybrid_gas
2060,HPL,F_753674_2717470,building,building_aggregate,hybrid_gas
2061,HPL,F_753674_2717470,building,building_aggregate,hybrid_gas
2062,HPL,F_753674_2717470,building,building_aggregate,hybrid_gas
2063,HPL,F_753674_2717470,building,building_aggregate,hybrid_gas
2064,HPL,F_753674_2717470,building,building_aggregate,hybrid_gas
2065,HPL,F_753674_2717470,building,building_aggregate,hybrid_gas
2020,GAS,F_753588_2717245,building,building_aggregate,hybrid_gas
2021,GAS,F_753588_2717245,building,building_aggregate,hybrid_gas
2022,GAS,F_753588_2717245,building,building_aggregate,hybrid_gas
2023,GAS,F_753588_2717245,building,building_aggregate,hybrid_gas
2024,GAS,F_753588_2717245,building,building_aggregate,hybrid_gas
