year,peak_consump,asset_id,energy_type,asset_domain,asset_type,scenario
2045,33.61439441026784,TB001,electricity,elec_network,elec_xmfr,natural_elec_higheff
2046,33.61439441026784,TB001,electricity,elec_network,elec_xmfr,natural_elec_higheff
2047,33.61439441026784,TB001,electricity,elec_network,elec_xmfr,natural_elec_higheff
2048,33.61439441026784,TB001,electricity,elec_network,elec_xmfr,natural_elec_higheff
2049,33.61439441026784,TB001,electricity,elec_network,elec_xmfr,natural_elec_higheff
2050,33.61439441026784,TB001,electricity,elec_network,elec_xmfr,natural_elec_higheff
2051,33.61439441026784,TB001,electricity,elec_network,elec_xmfr,natural_elec_higheff
2052,33.61439441026784,TB001,electricity,elec_network,elec_xmfr,natural_elec_higheff
2053,33.61439441026784,TB001,electricity,elec_network,elec_xmfr,natural_elec_higheff
2054,33.61439441026784,TB001,electricity,elec_network,elec_xmfr,natural_elec_higheff
2055,33.61439441026784,TB001,electricity,elec_network,elec_xmfr,natural_elec_higheff
2056,33.61439441026784,TB001,electricity,elec_network,elec_xmfr,natural_elec_higheff
2057,33.61439441026784,TB001,electricity,elec_network,elec_xmfr,natural_elec_higheff
2058,33.61439441026784,TB001,electricity,elec_network,elec_xmfr,natural_elec_higheff
2059,33.61439441026784,TB001,electricity,elec_network,elec_xmfr,natural_elec_higheff
2060,33.61439441026784,TB001,electricity,elec_network,elec_xmfr,natural_elec_higheff
2061,33.61439441026784,TB001,electricity,elec_network,elec_xmfr,natural_elec_higheff
2062,33.61439441026784,TB001,electricity,elec_network,elec_xmfr,natural_elec_higheff
2063,33.61439441026784,TB001,electricity,elec_network,elec_xmfr,natural_elec_higheff
2064,33.61439441026784,TB001,electricity,elec_network,elec_xmfr,natural_elec_higheff
2065,33.61439441026784,TB001,electricity,elec_network,elec_xmfr,natural_elec_higheff
2020,29.613666281039205,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2021,29.613666281039205,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2022,23.451664959899347,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2023,27.81457960007989,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2024,27.81457960007989,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2025,33.38122182287553,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2026,33.38122182287553,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
