year,consumption_costs,asset_id,energy_type,asset_domain,asset_type,scenario
2029,0.0,IL_1224309006,propane,building,building_aggregate,managed_elec_high_eff_basic_enc
2030,0.0,IL_1224309006,propane,building,building_aggregate,managed_elec_high_eff_basic_enc
2031,0.0,IL_1224309006,propane,building,building_aggregate,managed_elec_high_eff_basic_enc
2032,0.0,IL_1224309006,propane,building,building_aggregate,managed_elec_high_eff_basic_enc
2033,0.0,IL_1224309006,propane,building,building_aggregate,managed_elec_high_eff_basic_enc
2034,0.0,IL_1224309006,propane,building,building_aggregate,managed_elec_high_eff_basic_enc
2035,0.0,IL_1224309006,propane,building,building_aggregate,managed_elec_high_eff_basic_enc
2036,0.0,IL_1224309006,propane,building,building_aggregate,managed_elec_high_eff_basic_enc
2037,0.0,IL_1224309006,propane,building,building_aggregate,managed_elec_high_eff_basic_enc
2038,0.0,IL_1224309006,propane,building,building_aggregate,managed_elec_high_eff_basic_enc
2039,0.0,IL_1224309006,propane,building,building_aggregate,managed_elec_high_eff_basic_enc
2040,0.0,IL_1224309006,propane,building,building_aggregate,managed_elec_high_eff_basic_enc
2041,0.0,IL_1224309006,propane,building,building_aggregate,managed_elec_high_eff_basic_enc
2042,0.0,IL_1224309006,propane,building,building_aggregate,managed_elec_high_eff_basic_enc
2043,0.0,IL_1224309006,propane,building,building_aggregate,managed_elec_high_eff_basic_enc
2044,0.0,IL_1224309006,propane,building,building_aggregate,managed_elec_high_eff_basic_enc
2045,0.0,IL_1224309006,propane,building,building_aggregate,managed_elec_high_eff_basic_enc
2046,0.0,IL_1224309006,propane,building,building_aggregate,managed_elec_high_eff_basic_enc
2047,0.0,IL_1224309006,propane,building,building_aggregate,managed_elec_high_eff_basic_enc
2048,0.0,IL_1224309006,propane,building,building_aggregate,managed_elec_high_eff_basic_enc
2049,0.0,IL_1224309006,propane,building,building_aggregate,managed_elec_high_eff_basic_enc
2024,0.0,IL_1224309006,fuel_oil,building,building_aggregate,managed_elec_high_eff_basic_enc
2025,0.0,IL_1224309006,fuel_oil,building,building_aggregate,managed_elec_high_eff_basic_enc
2026,0.0,IL_1224309006,fuel_oil,building,building_aggregate,managed_elec_high_eff_basic_enc
2027,0.0,IL_1224309006,fuel_oil,building,building_aggregate,managed_elec_high_eff_basic_enc
2028,0.0,IL_1224309006,fuel_oil,building,building_aggregate,managed_elec_high_eff_basic_enc
2029,0.0,IL_1224309006,fuel_oil,building,building_aggregate,managed_elec_high_eff_basic_enc
2030,0.0,IL_1224309006,fuel_oil,building,building_aggregate,managed_elec_high_eff_basic_enc
2031,0.0,IL_1224309006,fuel_oil,building,building_aggregate,managed_elec_high_eff_basic_enc
2032,0.0,IL_1224309006,fuel_oil,building,building_aggregate,managed_elec_high_eff_basic_enc
2033,0.0,IL_1224309006,fuel_oil,building,building_aggregate,managed_elec_high_eff_basic_enc
2034,0.0,IL_1224309006,fuel_oil,building,building_aggregate,managed_elec_high_eff_basic_enc
2035,0.0,IL_1224309006,fuel_oil,building,building_aggregate,managed_elec_high_eff_basic_enc
2036,0.0,IL_1224309006,fuel_oil,building,building_aggregate,managed_elec_high_eff_basic_enc
2037,0.0,IL_1224309006,fuel_oil,building,building_aggregate,managed_elec_high_eff_basic_enc
2038,0.0,IL_1224309006,fuel_oil,building,building_aggregate,managed_elec_high_eff_basic_enc
2039,0.0,IL_1224309006,fuel_oil,building,building_aggregate,managed_elec_high_eff_basic_enc
2040,0.0,IL_1224309006,fuel_oil,building,building_aggregate,managed_elec_high_eff_basic_enc
2041,0.0,IL_1224309006,fuel_oil,building,building_aggregate,managed_elec_high_eff_basic_enc
2042,0.0,IL_1224309006,fuel_oil,building,building_aggregate,managed_elec_high_eff_basic_enc
2043,0.0,IL_1224309006,fuel_oil,building,building_aggregate,managed_elec_high_eff_basic_enc
2044,0.0,IL_1224309006,fuel_oil,building,building_aggregate,managed_elec_high_eff_basic_enc
2045,0.0,IL_1224309006,fuel_oil,building,building_aggregate,managed_elec_high_eff_basic_enc
2046,0.0,IL_1224309006,fuel_oil,building,building_aggregate,managed_elec_high_eff_basic_enc
2047,0.0,IL_1224309006,fuel_oil,building,building_aggregate,managed_elec_high_eff_basic_enc
2048,0.0,IL_1224309006,fuel_oil,building,building_aggregate,managed_elec_high_eff_basic_enc
2049,0.0,IL_1224309006,fuel_oil,building,building_aggregate,managed_elec_high_eff_basic_enc
2024,1073.908462,IL_1224309015,electricity,building,building_aggregate,managed_elec_high_eff_basic_enc
2025,1605.638344,IL_1224309015,electricity,building,building_aggregate,managed_elec_high_eff_basic_enc
2026,1605.638344,IL_1224309015,electricity,building,building_aggregate,managed_elec_high_eff_basic_enc
2027,1605.638344,IL_1224309015,electricity,building,building_aggregate,managed_elec_high_eff_basic_enc
2028,1605.638344,IL_1224309015,electricity,building,building_aggregate,managed_elec_high_eff_basic_enc
2029,1605.638344,IL_1224309015,electricity,building,building_aggregate,managed_elec_high_eff_basic_enc
2030,1605.638344,IL_1224309015,electricity,building,building_aggregate,managed_elec_high_eff_basic_enc
2031,1605.638344,IL_1224309015,electricity,building,building_aggregate,managed_elec_high_eff_basic_enc
2032,1605.638344,IL_1224309015,electricity,building,building_aggregate,managed_elec_high_eff_basic_enc
2033,1605.638344,IL_1224309015,electricity,building,building_aggregate,managed_elec_high_eff_basic_enc
2034,1605.638344,IL_1224309015,electricity,building,building_aggregate,managed_elec_high_eff_basic_enc
2035,1605.638344,IL_1224309015,electricity,building,building_aggregate,managed_elec_high_eff_basic_enc
2036,1605.638344,IL_1224309015,electricity,building,building_aggregate,managed_elec_high_eff_basic_enc
2037,1605.638344,IL_1224309015,electricity,building,building_aggregate,managed_elec_high_eff_basic_enc
2038,1605.638344,IL_1224309015,electricity,building,building_aggregate,managed_elec_high_eff_basic_enc
2039,1605.638344,IL_1224309015,electricity,building,building_aggregate,managed_elec_high_eff_basic_enc
2040,1605.638344,IL_1224309015,electricity,building,building_aggregate,managed_elec_high_eff_basic_enc
2041,1605.638344,IL_1224309015,electricity,building,building_aggregate,managed_elec_high_eff_basic_enc
2042,1605.638344,IL_1224309015,electricity,building,building_aggregate,managed_elec_high_eff_basic_enc
2043,1605.638344,IL_1224309015,electricity,building,building_aggregate,managed_elec_high_eff_basic_enc
2044,1605.638344,IL_1224309015,electricity,building,building_aggregate,managed_elec_high_eff_basic_enc
2045,1605.638344,IL_1224309015,electricity,building,building_aggregate,managed_elec_high_eff_basic_enc
2046,1605.638344,IL_1224309015,electricity,building,building_aggregate,managed_elec_high_eff_basic_enc
2047,1605.638344,IL_1224309015,electricity,building,building_aggregate,managed_elec_high_eff_basic_enc
2048,1605.638344,IL_1224309015,electricity,building,building_aggregate,managed_elec_high_eff_basic_enc
2049,1605.638344,IL_1224309015,electricity,building,building_aggregate,managed_elec_high_eff_basic_enc
2024,1322.737212467435,IL_1224309015,natural_gas,building,building_aggregate,managed_elec_high_eff_basic_enc
2025,0.0,IL_1224309015,natural_gas,building,building_aggregate,managed_elec_high_eff_basic_enc
2026,0.0,IL_1224309015,natural_gas,building,building_aggregate,managed_elec_high_eff_basic_enc
2027,0.0,IL_1224309015,natural_gas,building,building_aggregate,managed_elec_high_eff_basic_enc
2028,0.0,IL_1224309015,natural_gas,building,building_aggregate,managed_elec_high_eff_basic_enc
2029,0.0,IL_1224309015,natural_gas,building,building_aggregate,managed_elec_high_eff_basic_enc
2030,0.0,IL_1224309015,natural_gas,building,building_aggregate,managed_elec_high_eff_basic_enc
2031,0.0,IL_1224309015,natural_gas,building,building_aggregate,managed_elec_high_eff_basic_enc
2032,0.0,IL_1224309015,natural_gas,building,building_aggregate,managed_elec_high_eff_basic_enc
2033,0.0,IL_1224309015,natural_gas,building,building_aggregate,managed_elec_high_eff_basic_enc
2034,0.0,IL_1224309015,natural_gas,building,building_aggregate,managed_elec_high_eff_basic_enc
2035,0.0,IL_1224309015,natural_gas,building,building_aggregate,managed_elec_high_eff_basic_enc
2036,0.0,IL_1224309015,natural_gas,building,building_aggregate,managed_elec_high_eff_basic_enc
2037,0.0,IL_1224309015,natural_gas,building,building_aggregate,managed_elec_high_eff_basic_enc
2038,0.0,IL_1224309015,natural_gas,building,building_aggregate,managed_elec_high_eff_basic_enc
2039,0.0,IL_1224309015,natural_gas,building,building_aggregate,managed_elec_high_eff_basic_enc
2040,0.0,IL_1224309015,natural_gas,building,building_aggregate,managed_elec_high_eff_basic_enc
2041,0.0,IL_1224309015,natural_gas,building,building_aggregate,managed_elec_high_eff_basic_enc
2042,0.0,IL_1224309015,natural_gas,building,building_aggregate,managed_elec_high_eff_basic_enc
2043,0.0,IL_1224309015,natural_gas,building,building_aggregate,managed_elec_high_eff_basic_enc
2044,0.0,IL_1224309015,natural_gas,building,building_aggregate,managed_elec_high_eff_basic_enc
2045,0.0,IL_1224309015,natural_gas,building,building_aggregate,managed_elec_high_eff_basic_enc
2046,0.0,IL_1224309015,natural_gas,building,building_aggregate,managed_elec_high_eff_basic_enc
2047,0.0,IL_1224309015,natural_gas,building,building_aggregate,managed_elec_high_eff_basic_enc
2048,0.0,IL_1224309015,natural_gas,building,building_aggregate,managed_elec_high_eff_basic_enc
2049,0.0,IL_1224309015,natural_gas,building,building_aggregate,managed_elec_high_eff_basic_enc
2024,0.0,IL_1224309015,propane,building,building_aggregate,managed_elec_high_eff_basic_enc
2025,0.0,IL_1224309015,propane,building,building_aggregate,managed_elec_high_eff_basic_enc
2026,0.0,IL_1224309015,propane,building,building_aggregate,managed_elec_high_eff_basic_enc
2027,0.0,IL_1224309015,propane,building,building_aggregate,managed_elec_high_eff_basic_enc
2028,0.0,IL_1224309015,propane,building,building_aggregate,managed_elec_high_eff_basic_enc
2029,0.0,IL_1224309015,propane,building,building_aggregate,managed_elec_high_eff_basic_enc
