year,retrofit_year,asset_id,asset_domain,asset_type,scenario
2030,False,EX_005,building,building_aggregate,ex_managed_elec_2
2031,False,EX_005,building,building_aggregate,ex_managed_elec_2
2032,False,EX_005,building,building_aggregate,ex_managed_elec_2
2033,False,EX_005,building,building_aggregate,ex_managed_elec_2
2034,False,EX_005,building,building_aggregate,ex_managed_elec_2
2035,False,EX_005,building,building_aggregate,ex_managed_elec_2
2036,False,EX_005,building,building_aggregate,ex_managed_elec_2
2037,False,EX_005,building,building_aggregate,ex_managed_elec_2
2038,False,EX_005,building,building_aggregate,ex_managed_elec_2
2039,False,EX_005,building,building_aggregate,ex_managed_elec_2
2040,False,EX_005,building,building_aggregate,ex_managed_elec_2
2041,False,EX_005,building,building_aggregate,ex_managed_elec_2
2042,False,EX_005,building,building_aggregate,ex_managed_elec_2
2043,False,EX_005,building,building_aggregate,ex_managed_elec_2
2044,False,EX_005,building,building_aggregate,ex_managed_elec_2
2045,False,EX_005,building,building_aggregate,ex_managed_elec_2
2046,False,EX_005,building,building_aggregate,ex_managed_elec_2
2047,False,EX_005,building,building_aggregate,ex_managed_elec_2
2048,False,EX_005,building,building_aggregate,ex_managed_elec_2
2049,False,EX_005,building,building_aggregate,ex_managed_elec_2
2025,True,EX_006,building,building_aggregate,ex_managed_elec_2
2026,False,EX_006,building,building_aggregate,ex_managed_elec_2
2027,False,EX_006,building,building_aggregate,ex_managed_elec_2
2028,False,EX_006,building,building_aggregate,ex_managed_elec_2
2029,False,EX_006,building,building_aggregate,ex_managed_elec_2
2030,False,EX_006,building,building_aggregate,ex_managed_elec_2
2031,False,EX_006,building,building_aggregate,ex_managed_elec_2
2032,False,EX_006,building,building_aggregate,ex_managed_elec_2
2033,False,EX_006,building,building_aggregate,ex_managed_elec_2
2034,False,EX_006,building,building_aggregate,ex_managed_elec_2
2035,False,EX_006,building,building_aggregate,ex_managed_elec_2
2036,False,EX_006,building,building_aggregate,ex_managed_elec_2
2037,False,EX_006,building,building_aggregate,ex_managed_elec_2
2038,False,EX_006,building,building_aggregate,ex_managed_elec_2
2039,False,EX_006,building,building_aggregate,ex_managed_elec_2
2040,False,EX_006,building,building_aggregate,ex_managed_elec_2
2041,False,EX_006,building,building_aggregate,ex_managed_elec_2
2042,False,EX_006,building,building_aggregate,ex_managed_elec_2
2043,False,EX_006,building,building_aggregate,ex_managed_elec_2
2044,False,EX_006,building,building_aggregate,ex_managed_elec_2
2045,False,EX_006,building,building_aggregate,ex_managed_elec_2
2046,False,EX_006,building,building_aggregate,ex_managed_elec_2
2047,False,EX_006,building,building_aggregate,ex_managed_elec_2
2048,False,EX_006,building,building_aggregate,ex_managed_elec_2
2049,False,EX_006,building,building_aggregate,ex_managed_elec_2
2025,True,EX_007,building,building_aggregate,ex_managed_elec_2
2026,False,EX_007,building,building_aggregate,ex_managed_elec_2
2027,False,EX_007,building,building_aggregate,ex_managed_elec_2
2028,False,EX_007,building,building_aggregate,ex_managed_elec_2
2029,False,EX_007,building,building_aggregate,ex_managed_elec_2
2030,False,EX_007,building,building_aggregate,ex_managed_elec_2
2031,False,EX_007,building,building_aggregate,ex_managed_elec_2
2032,False,EX_007,building,building_aggregate,ex_managed_elec_2
2033,False,EX_007,building,building_aggregate,ex_managed_elec_2
2034,False,EX_007,building,building_aggregate,ex_managed_elec_2
2035,False,EX_007,building,building_aggregate,ex_managed_elec_2
2036,False,EX_007,building,building_aggregate,ex_managed_elec_2
2037,False,EX_007,building,building_aggregate,ex_managed_elec_2
2038,False,EX_007,building,building_aggregate,ex_managed_elec_2
2039,False,EX_007,building,building_aggregate,ex_managed_elec_2
2040,False,EX_007,building,building_aggregate,ex_managed_elec_2
2041,False,EX_007,building,building_aggregate,ex_managed_elec_2
2042,False,EX_007,building,building_aggregate,ex_managed_elec_2
2043,False,EX_007,building,building_aggregate,ex_managed_elec_2
2044,False,EX_007,building,building_aggregate,ex_managed_elec_2
2045,False,EX_007,building,building_aggregate,ex_managed_elec_2
2046,False,EX_007,building,building_aggregate,ex_managed_elec_2
2047,False,EX_007,building,building_aggregate,ex_managed_elec_2
2048,False,EX_007,building,building_aggregate,ex_managed_elec_2
2049,False,EX_007,building,building_aggregate,ex_managed_elec_2
2025,True,EX_008,building,building_aggregate,ex_managed_elec_2
2026,False,EX_008,building,building_aggregate,ex_managed_elec_2
2027,False,EX_008,building,building_aggregate,ex_managed_elec_2
2028,False,EX_008,building,building_aggregate,ex_managed_elec_2
2029,False,EX_008,building,building_aggregate,ex_managed_elec_2
2030,False,EX_008,building,building_aggregate,ex_managed_elec_2
2031,False,EX_008,building,building_aggregate,ex_managed_elec_2
2032,False,EX_008,building,building_aggregate,ex_managed_elec_2
2033,False,EX_008,building,building_aggregate,ex_managed_elec_2
2034,False,EX_008,building,building_aggregate,ex_managed_elec_2
2035,False,EX_008,building,building_aggregate,ex_managed_elec_2
2036,False,EX_008,building,building_aggregate,ex_managed_elec_2
2037,False,EX_008,building,building_aggregate,ex_managed_elec_2
2038,False,EX_008,building,building_aggregate,ex_managed_elec_2
2039,False,EX_008,building,building_aggregate,ex_managed_elec_2
2040,False,EX_008,building,building_aggregate,ex_managed_elec_2
2041,False,EX_008,building,building_aggregate,ex_managed_elec_2
2042,False,EX_008,building,building_aggregate,ex_managed_elec_2
2043,False,EX_008,building,building_aggregate,ex_managed_elec_2
2044,False,EX_008,building,building_aggregate,ex_managed_elec_2
2045,False,EX_008,building,building_aggregate,ex_managed_elec_2
2046,False,EX_008,building,building_aggregate,ex_managed_elec_2
2047,False,EX_008,building,building_aggregate,ex_managed_elec_2
2048,False,EX_008,building,building_aggregate,ex_managed_elec_2
2049,False,EX_008,building,building_aggregate,ex_managed_elec_2
2025,True,EX_009,building,building_aggregate,ex_managed_elec_2
2026,False,EX_009,building,building_aggregate,ex_managed_elec_2
2027,False,EX_009,building,building_aggregate,ex_managed_elec_2
2028,False,EX_009,building,building_aggregate,ex_managed_elec_2
2029,False,EX_009,building,building_aggregate,ex_managed_elec_2
2030,False,EX_009,building,building_aggregate,ex_managed_elec_2
2031,False,EX_009,building,building_aggregate,ex_managed_elec_2
2032,False,EX_009,building,building_aggregate,ex_managed_elec_2
2033,False,EX_009,building,building_aggregate,ex_managed_elec_2
2034,False,EX_009,building,building_aggregate,ex_managed_elec_2
2035,False,EX_009,building,building_aggregate,ex_managed_elec_2
2036,False,EX_009,building,building_aggregate,ex_managed_elec_2
2037,False,EX_009,building,building_aggregate,ex_managed_elec_2
2038,False,EX_009,building,building_aggregate,ex_managed_elec_2
2039,False,EX_009,building,building_aggregate,ex_managed_elec_2
2040,False,EX_009,building,building_aggregate,ex_managed_elec_2
2041,False,EX_009,building,building_aggregate,ex_managed_elec_2
2042,False,EX_009,building,building_aggregate,ex_managed_elec_2
2043,False,EX_009,building,building_aggregate,ex_managed_elec_2
2044,False,EX_009,building,building_aggregate,ex_managed_elec_2
2045,False,EX_009,building,building_aggregate,ex_managed_elec_2
2046,False,EX_009,building,building_aggregate,ex_managed_elec_2
2047,False,EX_009,building,building_aggregate,ex_managed_elec_2
2048,False,EX_009,building,building_aggregate,ex_managed_elec_2
2049,False,EX_009,building,building_aggregate,ex_managed_elec_2
2025,True,EX_010,building,building_aggregate,ex_managed_elec_2
2026,False,EX_010,building,building_aggregate,ex_managed_elec_2
2027,False,EX_010,building,building_aggregate,ex_managed_elec_2
2028,False,EX_010,building,building_aggregate,ex_managed_elec_2
2029,False,EX_010,building,building_aggregate,ex_managed_elec_2
2030,False,EX_010,building,building_aggregate,ex_managed_elec_2
2031,False,EX_010,building,building_aggregate,ex_managed_elec_2
2032,False,EX_010,building,building_aggregate,ex_managed_elec_2
2033,False,EX_010,building,building_aggregate,ex_managed_elec_2
2034,False,EX_010,building,building_aggregate,ex_managed_elec_2
2035,False,EX_010,building,building_aggregate,ex_managed_elec_2
2036,False,EX_010,building,building_aggregate,ex_managed_elec_2
2037,False,EX_010,building,building_aggregate,ex_managed_elec_2
2038,False,EX_010,building,building_aggregate,ex_managed_elec_2
2039,False,EX_010,building,building_aggregate,ex_managed_elec_2
2040,False,EX_010,building,building_aggregate,ex_managed_elec_2
2041,False,EX_010,building,building_aggregate,ex_managed_elec_2
2042,False,EX_010,building,building_aggregate,ex_managed_elec_2
2043,False,EX_010,building,building_aggregate,ex_managed_elec_2
2044,False,EX_010,building,building_aggregate,ex_managed_elec_2
2045,False,EX_010,building,building_aggregate,ex_managed_elec_2
2046,False,EX_010,building,building_aggregate,ex_managed_elec_2
2047,False,EX_010,building,building_aggregate,ex_managed_elec_2
2048,False,EX_010,building,building_aggregate,ex_managed_elec_2
2049,False,EX_010,building,building_aggregate,ex_managed_elec_2
2025,True,EX_011,building,building_aggregate,ex_managed_elec_2
2026,False,EX_011,building,building_aggregate,ex_managed_elec_2
2027,False,EX_011,building,building_aggregate,ex_managed_elec_2
2028,False,EX_011,building,building_aggregate,ex_managed_elec_2
2029,False,EX_011,building,building_aggregate,ex_managed_elec_2
2030,False,EX_011,building,building_aggregate,ex_managed_elec_2
2031,False,EX_011,building,building_aggregate,ex_managed_elec_2
2032,False,EX_011,building,building_aggregate,ex_managed_elec_2
2033,False,EX_011,building,building_aggregate,ex_managed_elec_2
2034,False,EX_011,building,building_aggregate,ex_managed_elec_2
2035,False,EX_011,building,building_aggregate,ex_managed_elec_2
2036,False,EX_011,building,building_aggregate,ex_managed_elec_2
2037,False,EX_011,building,building_aggregate,ex_managed_elec_2
2038,False,EX_011,building,building_aggregate,ex_managed_elec_2
2039,False,EX_011,building,building_aggregate,ex_managed_elec_2
2040,False,EX_011,building,building_aggregate,ex_managed_elec_2
2041,False,EX_011,building,building_aggregate,ex_managed_elec_2
2042,False,EX_011,building,building_aggregate,ex_managed_elec_2
2043,False,EX_011,building,building_aggregate,ex_managed_elec_2
2044,False,EX_011,building,building_aggregate,ex_managed_elec_2
2045,False,EX_011,building,building_aggregate,ex_managed_elec_2
2046,False,EX_011,building,building_aggregate,ex_managed_elec_2
2047,False,EX_011,building,building_aggregate,ex_managed_elec_2
2048,False,EX_011,building,building_aggregate,ex_managed_elec_2
2049,False,EX_011,building,building_aggregate,ex_managed_elec_2
2025,True,EX_012,building,building_aggregate,ex_managed_elec_2
2026,False,EX_012,building,building_aggregate,ex_managed_elec_2
2027,False,EX_012,building,building_aggregate,ex_managed_elec_2
2028,False,EX_012,building,building_aggregate,ex_managed_elec_2
2029,False,EX_012,building,building_aggregate,ex_managed_elec_2
2030,False,EX_012,building,building_aggregate,ex_managed_elec_2
2031,False,EX_012,building,building_aggregate,ex_managed_elec_2
2032,False,EX_012,building,building_aggregate,ex_managed_elec_2
2033,False,EX_012,building,building_aggregate,ex_managed_elec_2
2034,False,EX_012,building,building_aggregate,ex_managed_elec_2
2035,False,EX_012,building,building_aggregate,ex_managed_elec_2
2036,False,EX_012,building,building_aggregate,ex_managed_elec_2
2037,False,EX_012,building,building_aggregate,ex_managed_elec_2
2038,False,EX_012,building,building_aggregate,ex_managed_elec_2
2039,False,EX_012,building,building_aggregate,ex_managed_elec_2
2040,False,EX_012,building,building_aggregate,ex_managed_elec_2
2041,False,EX_012,building,building_aggregate,ex_managed_elec_2
2042,False,EX_012,building,building_aggregate,ex_managed_elec_2
2043,False,EX_012,building,building_aggregate,ex_managed_elec_2
2044,False,EX_012,building,building_aggregate,ex_managed_elec_2
2045,False,EX_012,building,building_aggregate,ex_managed_elec_2
2046,False,EX_012,building,building_aggregate,ex_managed_elec_2
2047,False,EX_012,building,building_aggregate,ex_managed_elec_2
2048,False,EX_012,building,building_aggregate,ex_managed_elec_2
2049,False,EX_012,building,building_aggregate,ex_managed_elec_2
2025,True,EX_013,building,building_aggregate,ex_managed_elec_2
2026,False,EX_013,building,building_aggregate,ex_managed_elec_2
2027,False,EX_013,building,building_aggregate,ex_managed_elec_2
2028,False,EX_013,building,building_aggregate,ex_managed_elec_2
2029,False,EX_013,building,building_aggregate,ex_managed_elec_2
2030,False,EX_013,building,building_aggregate,ex_managed_elec_2
2031,False,EX_013,building,building_aggregate,ex_managed_elec_2
2032,False,EX_013,building,building_aggregate,ex_managed_elec_2
2033,False,EX_013,building,building_aggregate,ex_managed_elec_2
2034,False,EX_013,building,building_aggregate,ex_managed_elec_2
2035,False,EX_013,building,building_aggregate,ex_managed_elec_2
2036,False,EX_013,building,building_aggregate,ex_managed_elec_2
2037,False,EX_013,building,building_aggregate,ex_managed_elec_2
2038,False,EX_013,building,building_aggregate,ex_managed_elec_2
2039,False,EX_013,building,building_aggregate,ex_managed_elec_2
2040,False,EX_013,building,building_aggregate,ex_managed_elec_2
2041,False,EX_013,building,building_aggregate,ex_managed_elec_2
2042,False,EX_013,building,building_aggregate,ex_managed_elec_2
2043,False,EX_013,building,building_aggregate,ex_managed_elec_2
2044,False,EX_013,building,building_aggregate,ex_managed_elec_2
2045,False,EX_013,building,building_aggregate,ex_managed_elec_2
2046,False,EX_013,building,building_aggregate,ex_managed_elec_2
2047,False,EX_013,building,building_aggregate,ex_managed_elec_2
2048,False,EX_013,building,building_aggregate,ex_managed_elec_2
2049,False,EX_013,building,building_aggregate,ex_managed_elec_2
2025,True,EX_014,building,building_aggregate,ex_managed_elec_2
2026,False,EX_014,building,building_aggregate,ex_managed_elec_2
2027,False,EX_014,building,building_aggregate,ex_managed_elec_2
2028,False,EX_014,building,building_aggregate,ex_managed_elec_2
2029,False,EX_014,building,building_aggregate,ex_managed_elec_2
2030,False,EX_014,building,building_aggregate,ex_managed_elec_2
2031,False,EX_014,building,building_aggregate,ex_managed_elec_2
2032,False,EX_014,building,building_aggregate,ex_managed_elec_2
2033,False,EX_014,building,building_aggregate,ex_managed_elec_2
2034,False,EX_014,building,building_aggregate,ex_managed_elec_2
2035,False,EX_014,building,building_aggregate,ex_managed_elec_2
2036,False,EX_014,building,building_aggregate,ex_managed_elec_2
2037,False,EX_014,building,building_aggregate,ex_managed_elec_2
2038,False,EX_014,building,building_aggregate,ex_managed_elec_2
2039,False,EX_014,building,building_aggregate,ex_managed_elec_2
2040,False,EX_014,building,building_aggregate,ex_managed_elec_2
2041,False,EX_014,building,building_aggregate,ex_managed_elec_2
2042,False,EX_014,building,building_aggregate,ex_managed_elec_2
2043,False,EX_014,building,building_aggregate,ex_managed_elec_2
2044,False,EX_014,building,building_aggregate,ex_managed_elec_2
2045,False,EX_014,building,building_aggregate,ex_managed_elec_2
2046,False,EX_014,building,building_aggregate,ex_managed_elec_2
2047,False,EX_014,building,building_aggregate,ex_managed_elec_2
2048,False,EX_014,building,building_aggregate,ex_managed_elec_2
2049,False,EX_014,building,building_aggregate,ex_managed_elec_2
2025,True,EX_015,building,building_aggregate,ex_managed_elec_2
2026,False,EX_015,building,building_aggregate,ex_managed_elec_2
2027,False,EX_015,building,building_aggregate,ex_managed_elec_2
2028,False,EX_015,building,building_aggregate,ex_managed_elec_2
2029,False,EX_015,building,building_aggregate,ex_managed_elec_2
2030,False,EX_015,building,building_aggregate,ex_managed_elec_2
2031,False,EX_015,building,building_aggregate,ex_managed_elec_2
2032,False,EX_015,building,building_aggregate,ex_managed_elec_2
2033,False,EX_015,building,building_aggregate,ex_managed_elec_2
2034,False,EX_015,building,building_aggregate,ex_managed_elec_2
2035,False,EX_015,building,building_aggregate,ex_managed_elec_2
2036,False,EX_015,building,building_aggregate,ex_managed_elec_2
2037,False,EX_015,building,building_aggregate,ex_managed_elec_2
2038,False,EX_015,building,building_aggregate,ex_managed_elec_2
2039,False,EX_015,building,building_aggregate,ex_managed_elec_2
2040,False,EX_015,building,building_aggregate,ex_managed_elec_2
2041,False,EX_015,building,building_aggregate,ex_managed_elec_2
2042,False,EX_015,building,building_aggregate,ex_managed_elec_2
2043,False,EX_015,building,building_aggregate,ex_managed_elec_2
2044,False,EX_015,building,building_aggregate,ex_managed_elec_2
2045,False,EX_015,building,building_aggregate,ex_managed_elec_2
2046,False,EX_015,building,building_aggregate,ex_managed_elec_2
2047,False,EX_015,building,building_aggregate,ex_managed_elec_2
2048,False,EX_015,building,building_aggregate,ex_managed_elec_2
2049,False,EX_015,building,building_aggregate,ex_managed_elec_2
2025,True,EX_016,building,building_aggregate,ex_managed_elec_2
2026,False,EX_016,building,building_aggregate,ex_managed_elec_2
2027,False,EX_016,building,building_aggregate,ex_managed_elec_2
2028,False,EX_016,building,building_aggregate,ex_managed_elec_2
2029,False,EX_016,building,building_aggregate,ex_managed_elec_2
2030,False,EX_016,building,building_aggregate,ex_managed_elec_2
2031,False,EX_016,building,building_aggregate,ex_managed_elec_2
2032,False,EX_016,building,building_aggregate,ex_managed_elec_2
2033,False,EX_016,building,building_aggregate,ex_managed_elec_2
2034,False,EX_016,building,building_aggregate,ex_managed_elec_2
2035,False,EX_016,building,building_aggregate,ex_managed_elec_2
2036,False,EX_016,building,building_aggregate,ex_managed_elec_2
2037,False,EX_016,building,building_aggregate,ex_managed_elec_2
2038,False,EX_016,building,building_aggregate,ex_managed_elec_2
2039,False,EX_016,building,building_aggregate,ex_managed_elec_2
2040,False,EX_016,building,building_aggregate,ex_managed_elec_2
2041,False,EX_016,building,building_aggregate,ex_managed_elec_2
2042,False,EX_016,building,building_aggregate,ex_managed_elec_2
2043,False,EX_016,building,building_aggregate,ex_managed_elec_2
2044,False,EX_016,building,building_aggregate,ex_managed_elec_2
2045,False,EX_016,building,building_aggregate,ex_managed_elec_2
2046,False,EX_016,building,building_aggregate,ex_managed_elec_2
2047,False,EX_016,building,building_aggregate,ex_managed_elec_2
2048,False,EX_016,building,building_aggregate,ex_managed_elec_2
2049,False,EX_016,building,building_aggregate,ex_managed_elec_2
2025,True,EX_017,building,building_aggregate,ex_managed_elec_2
2026,False,EX_017,building,building_aggregate,ex_managed_elec_2
2027,False,EX_017,building,building_aggregate,ex_managed_elec_2
2028,False,EX_017,building,building_aggregate,ex_managed_elec_2
2029,False,EX_017,building,building_aggregate,ex_managed_elec_2
2030,False,EX_017,building,building_aggregate,ex_managed_elec_2
2031,False,EX_017,building,building_aggregate,ex_managed_elec_2
2032,False,EX_017,building,building_aggregate,ex_managed_elec_2
2033,False,EX_017,building,building_aggregate,ex_managed_elec_2
2034,False,EX_017,building,building_aggregate,ex_managed_elec_2
2035,False,EX_017,building,building_aggregate,ex_managed_elec_2
2036,False,EX_017,building,building_aggregate,ex_managed_elec_2
2037,False,EX_017,building,building_aggregate,ex_managed_elec_2
2038,False,EX_017,building,building_aggregate,ex_managed_elec_2
2039,False,EX_017,building,building_aggregate,ex_managed_elec_2
2040,False,EX_017,building,building_aggregate,ex_managed_elec_2
2041,False,EX_017,building,building_aggregate,ex_managed_elec_2
2042,False,EX_017,building,building_aggregate,ex_managed_elec_2
2043,False,EX_017,building,building_aggregate,ex_managed_elec_2
2044,False,EX_017,building,building_aggregate,ex_managed_elec_2
2045,False,EX_017,building,building_aggregate,ex_managed_elec_2
2046,False,EX_017,building,building_aggregate,ex_managed_elec_2
2047,False,EX_017,building,building_aggregate,ex_managed_elec_2
2048,False,EX_017,building,building_aggregate,ex_managed_elec_2
2049,False,EX_017,building,building_aggregate,ex_managed_elec_2
2025,True,EX_018,building,building_aggregate,ex_managed_elec_2
2026,False,EX_018,building,building_aggregate,ex_managed_elec_2
2027,False,EX_018,building,building_aggregate,ex_managed_elec_2
2028,False,EX_018,building,building_aggregate,ex_managed_elec_2
2029,False,EX_018,building,building_aggregate,ex_managed_elec_2
2030,False,EX_018,building,building_aggregate,ex_managed_elec_2
2031,False,EX_018,building,building_aggregate,ex_managed_elec_2
2032,False,EX_018,building,building_aggregate,ex_managed_elec_2
2033,False,EX_018,building,building_aggregate,ex_managed_elec_2
2034,False,EX_018,building,building_aggregate,ex_managed_elec_2
2035,False,EX_018,building,building_aggregate,ex_managed_elec_2
2036,False,EX_018,building,building_aggregate,ex_managed_elec_2
2037,False,EX_018,building,building_aggregate,ex_managed_elec_2
2038,False,EX_018,building,building_aggregate,ex_managed_elec_2
2039,False,EX_018,building,building_aggregate,ex_managed_elec_2
2040,False,EX_018,building,building_aggregate,ex_managed_elec_2
2041,False,EX_018,building,building_aggregate,ex_managed_elec_2
2042,False,EX_018,building,building_aggregate,ex_managed_elec_2
2043,False,EX_018,building,building_aggregate,ex_managed_elec_2
2044,False,EX_018,building,building_aggregate,ex_managed_elec_2
2045,False,EX_018,building,building_aggregate,ex_managed_elec_2
2046,False,EX_018,building,building_aggregate,ex_managed_elec_2
2047,False,EX_018,building,building_aggregate,ex_managed_elec_2
2048,False,EX_018,building,building_aggregate,ex_managed_elec_2
2049,False,EX_018,building,building_aggregate,ex_managed_elec_2
2025,True,EX_019,building,building_aggregate,ex_managed_elec_2
2026,False,EX_019,building,building_aggregate,ex_managed_elec_2
2027,False,EX_019,building,building_aggregate,ex_managed_elec_2
2028,False,EX_019,building,building_aggregate,ex_managed_elec_2
2029,False,EX_019,building,building_aggregate,ex_managed_elec_2
2030,False,EX_019,building,building_aggregate,ex_managed_elec_2
2031,False,EX_019,building,building_aggregate,ex_managed_elec_2
2032,False,EX_019,building,building_aggregate,ex_managed_elec_2
2033,False,EX_019,building,building_aggregate,ex_managed_elec_2
2034,False,EX_019,building,building_aggregate,ex_managed_elec_2
2035,False,EX_019,building,building_aggregate,ex_managed_elec_2
2036,False,EX_019,building,building_aggregate,ex_managed_elec_2
2037,False,EX_019,building,building_aggregate,ex_managed_elec_2
2038,False,EX_019,building,building_aggregate,ex_managed_elec_2
