year,leaks,asset_id,asset_domain,asset_type,scenario
2052,2.0,F_714956_2939056,building,building_aggregate,continued_gas
2053,2.0,F_714956_2939056,building,building_aggregate,continued_gas
2054,2.0,F_714956_2939056,building,building_aggregate,continued_gas
2055,2.0,F_714956_2939056,building,building_aggregate,continued_gas
2056,2.0,F_714956_2939056,building,building_aggregate,continued_gas
2057,2.0,F_714956_2939056,building,building_aggregate,continued_gas
2058,2.0,F_714956_2939056,building,building_aggregate,continued_gas
2059,2.0,F_714956_2939056,building,building_aggregate,continued_gas
2060,2.0,F_714956_2939056,building,building_aggregate,continued_gas
2061,2.0,F_714956_2939056,building,building_aggregate,continued_gas
2062,2.0,F_714956_2939056,building,building_aggregate,continued_gas
2063,2.0,F_714956_2939056,building,building_aggregate,continued_gas
2064,2.0,F_714956_2939056,building,building_aggregate,continued_gas
2065,2.0,F_714956_2939056,building,building_aggregate,continued_gas
