year,consumption_costs,asset_id,energy_type,asset_domain,asset_type,scenario
2064,0.0,F_715018_2938902,fuel_oil,building,building_aggregate,natural_elec_higheff
2065,0.0,F_715018_2938902,fuel_oil,building,building_aggregate,natural_elec_higheff
2020,3474.2272876564225,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2021,3474.2272876564225,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2022,3474.2272876564225,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2023,3474.2272876564225,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2024,3474.2272876564225,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2025,3501.910373613844,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2026,3515.751916592555,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2027,3529.5934595712656,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2028,3543.4350025499766,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2029,3571.118088507398,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2030,3584.959631486109,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2031,3598.80117446482,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2032,3626.4842604222417,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2033,3640.3258034009527,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2034,3654.167346379664,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2035,3681.850432337085,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2036,5529.1431918419685,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2037,5570.559994777114,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2038,5591.268396244687,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2039,5632.685199179834,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2040,5653.393600647407,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2041,5694.810403582553,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2042,5715.518805050126,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2043,5756.935607985271,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2044,5777.644009452844,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2045,5819.06081238799,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2046,5839.769213855562,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2047,5881.186016790708,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2048,5901.894418258281,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2049,5943.311221193427,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2050,5984.7280241285725,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2051,6005.436425596145,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2052,6046.853228531291,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2053,6067.561629998864,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2054,6108.97843293401,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2055,6150.395235869156,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2056,6191.812038804302,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2057,6212.520440271875,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2058,6253.93724320702,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2059,6295.354046142166,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2060,6336.770849077312,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2061,6357.479250544885,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2062,6398.896053480031,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2063,6440.312856415177,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2064,6481.729659350322,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2065,6523.146462285468,F_715074_2938797,electricity,building,building_aggregate,natural_elec_higheff
2020,2348.662604766863,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2021,2348.662604766863,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2022,2348.662604766863,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2023,2348.662604766863,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2024,2348.662604766863,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2025,3315.758971435571,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2026,3407.863387308781,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2027,3499.967803181992,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2028,3638.124426991808,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2029,3730.2288428650177,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2030,3822.333258738228,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2031,3914.437674611439,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2032,4052.594298421253,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2033,4190.750922231069,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2034,4282.855338104279,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2035,4421.011961914095,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2036,0.0,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2037,0.0,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2038,0.0,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2039,0.0,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2040,0.0,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2041,0.0,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2042,0.0,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2043,0.0,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2044,0.0,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2045,0.0,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2046,0.0,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2047,0.0,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2048,0.0,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2049,0.0,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2050,0.0,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2051,0.0,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2052,0.0,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2053,0.0,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2054,0.0,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2055,0.0,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2056,0.0,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2057,0.0,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2058,0.0,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2059,0.0,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2060,0.0,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2061,0.0,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2062,0.0,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2063,0.0,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2064,0.0,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2065,0.0,F_715074_2938797,natural_gas,building,building_aggregate,natural_elec_higheff
2020,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2021,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2022,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2023,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2024,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2025,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2026,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2027,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2028,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2029,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2030,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2031,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2032,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2033,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2034,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2035,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2036,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2037,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2038,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2039,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2040,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2041,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2042,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2043,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2044,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2045,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2046,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2047,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2048,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2049,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2050,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2051,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2052,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2053,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2054,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2055,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2056,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2057,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2058,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2059,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2060,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2061,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2062,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2063,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2064,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2065,0.0,F_715074_2938797,propane,building,building_aggregate,natural_elec_higheff
2020,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2021,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2022,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2023,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2024,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2025,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2026,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2027,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2028,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2029,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2030,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2031,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2032,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2033,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2034,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2035,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2036,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2037,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2038,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2039,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2040,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2041,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2042,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2043,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2044,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2045,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2046,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2047,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2048,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2049,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2050,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2051,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2052,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2053,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2054,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2055,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2056,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2057,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2058,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2059,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2060,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2061,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2062,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2063,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2064,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2065,0.0,F_715074_2938797,fuel_oil,building,building_aggregate,natural_elec_higheff
2020,3923.409107768426,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2021,3923.409107768426,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2022,3923.409107768426,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2023,3923.409107768426,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2024,3923.409107768426,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2025,3954.671331734709,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2026,3970.3024437178497,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2027,3985.933555700991,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2028,4001.564667684132,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2029,4032.8268916504144,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2030,4048.458003633555,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2031,4064.089115616696,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2032,4095.351339582978,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2033,4110.98245156612,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2034,4126.613563549261,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2035,4157.875787515543,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2036,4173.506899498684,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2037,4204.769123464967,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2038,4220.400235448108,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2039,4251.662459414391,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2040,4267.293571397531,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2041,4298.555795363814,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2042,4314.186907346955,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2043,4345.449131313238,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2044,4361.080243296378,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2045,4392.342467262661,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2046,4407.973579245801,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2047,4439.235803212084,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2048,6664.948604816815,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2049,6711.720173973424,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2050,6758.491743130033,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2051,6781.877527708338,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2052,6828.649096864947,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2053,6852.034881443252,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2054,6898.806450599861,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2055,6945.57801975647,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2056,6992.349588913079,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2057,7015.735373491384,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2058,7062.506942647993,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2059,7109.278511804602,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2060,7156.050080961212,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2061,7179.435865539516,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2062,7226.207434696125,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2063,7272.979003852735,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2064,7319.750573009344,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2065,7366.5221421659535,F_715113_2939056,electricity,building,building_aggregate,natural_elec_higheff
2020,2652.3204993975346,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2021,2652.3204993975346,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2022,2652.3204993975346,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2023,2652.3204993975346,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2024,2652.3204993975346,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2025,3744.452469737696,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2026,3848.465038341521,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2027,3952.477606945346,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2028,4108.496459851083,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2029,4212.509028454909,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2030,4316.521597058733,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2031,4420.534165662559,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2032,4576.553018568296,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2033,4732.571871474032,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2034,4836.584440077858,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2035,4992.603292983596,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2036,5148.622145889332,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2037,5304.640998795069,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2038,5512.666136002719,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2039,5668.684988908457,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2040,5876.710126116107,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2041,6032.728979021845,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2042,6240.754116229494,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2043,6448.779253437144,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2044,6708.810674946706,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2045,6916.835812154356,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2046,7176.867233663918,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2047,7384.892370871567,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2048,0.0,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2049,0.0,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2050,0.0,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2051,0.0,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2052,0.0,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2053,0.0,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2054,0.0,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2055,0.0,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2056,0.0,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2057,0.0,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2058,0.0,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2059,0.0,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2060,0.0,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2061,0.0,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2062,0.0,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2063,0.0,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2064,0.0,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2065,0.0,F_715113_2939056,natural_gas,building,building_aggregate,natural_elec_higheff
2020,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2021,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2022,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2023,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2024,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2025,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2026,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2027,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2028,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2029,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2030,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2031,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2032,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2033,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2034,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2035,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2036,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2037,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2038,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2039,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2040,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2041,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2042,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2043,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2044,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2045,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2046,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2047,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2048,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2049,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2050,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2051,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2052,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2053,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2054,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2055,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2056,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2057,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2058,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2059,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2060,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2061,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2062,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2063,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2064,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2065,0.0,F_715113_2939056,propane,building,building_aggregate,natural_elec_higheff
2020,0.0,F_715113_2939056,fuel_oil,building,building_aggregate,natural_elec_higheff
2021,0.0,F_715113_2939056,fuel_oil,building,building_aggregate,natural_elec_higheff
2022,0.0,F_715113_2939056,fuel_oil,building,building_aggregate,natural_elec_higheff
2023,0.0,F_715113_2939056,fuel_oil,building,building_aggregate,natural_elec_higheff
2024,0.0,F_715113_2939056,fuel_oil,building,building_aggregate,natural_elec_higheff
2025,0.0,F_715113_2939056,fuel_oil,building,building_aggregate,natural_elec_higheff
2026,0.0,F_715113_2939056,fuel_oil,building,building_aggregate,natural_elec_higheff
2027,0.0,F_715113_2939056,fuel_oil,building,building_aggregate,natural_elec_higheff
2028,0.0,F_715113_2939056,fuel_oil,building,building_aggregate,natural_elec_higheff
2029,0.0,F_715113_2939056,fuel_oil,building,building_aggregate,natural_elec_higheff
2030,0.0,F_715113_2939056,fuel_oil,building,building_aggregate,natural_elec_higheff
2031,0.0,F_715113_2939056,fuel_oil,building,building_aggregate,natural_elec_higheff
